age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
25,115200,RENT,0.0,24250,11.36,0,0.21,0,2,inf
23,144000,RENT,0.0,24250,11.83,0,0.17,0,3,inf
23,287000,RENT,3.0,24250,12.53,0,0.08,0,3,0.061
22,108000,RENT,1.0,24150,14.96,1,0.22,1,3,0.3226
22,43000,RENT,7.0,24000,13.85,1,0.56,1,3,0.2684
23,47004,RENT,1.0,24000,11.58,1,0.51,0,4,0.7366
24,48000,RENT,4.0,24000,16.29,1,0.5,1,2,0.3107
26,48000,RENT,4.0,24000,,1,0.5,0,3,0.3107
21,44964,RENT,2.0,24000,16.29,1,0.53,1,2,0.4858
24,47000,RENT,3.0,24000,17.8,1,0.51,0,2,0.3683
22,17400,MORTGAGE,6.0,1000,11.36,0,0.06,0,2,0.0268
22,49000,RENT,2.0,24000,17.56,1,0.49,0,4,0.4458
26,60000,RENT,0.0,24000,7.9,1,0.4,0,4,inf
25,60000,RENT,3.0,24000,10.99,1,0.4,0,4,0.2885
22,60000,RENT,0.0,24000,7.29,1,0.4,0,3,inf
21,60000,RENT,5.0,24000,10.75,1,0.4,0,2,0.2232
26,62004,RENT,9.0,24000,7.9,1,0.39,0,3,0.1681
22,62400,RENT,3.0,24000,14.84,1,0.38,0,2,0.2774
26,65000,RENT,10.0,24000,,1,0.37,0,2,0.154
22,17760,MORTGAGE,6.0,4975,,1,0.28,1,3,0.1309
23,59000,RENT,5.0,24000,19.69,1,0.41,1,2,0.227
23,66000,RENT,6.0,24000,,1,0.36,0,4,0.1869
24,60000,RENT,0.0,24000,14.96,1,0.4,0,4,inf
25,66143,RENT,9.0,24000,6.99,1,0.36,0,3,0.1576
22,62250,RENT,3.0,24000,16.45,1,0.39,1,4,0.2781
24,70000,RENT,8.0,24000,10.99,1,0.34,0,4,0.156
23,74000,RENT,7.0,24000,10.99,1,0.32,0,2,0.156
22,18000,OWN,3.0,3000,7.9,1,0.17,0,4,0.1002
22,75000,RENT,6.0,24000,12.69,1,0.32,0,4,0.1644
24,75000,RENT,9.0,24000,10.37,1,0.32,0,3,0.139
24,75000,RENT,7.0,24000,,1,0.32,0,3,0.1539
26,69000,RENT,0.0,24000,15.83,1,0.35,0,3,inf
23,78000,RENT,4.0,24000,13.92,1,0.31,0,3,0.1912
24,80000,RENT,2.0,24000,10.25,0,0.3,0,2,0.2731
22,18000,OWN,1.0,3500,7.49,1,0.19,0,4,0.2338
23,18000,OWN,3.0,4000,5.99,1,0.22,0,2,0.1336
23,74700,RENT,6.0,24000,12.92,1,0.32,0,2,0.1651
26,88596,RENT,3.0,24000,11.58,0,0.27,0,3,0.1954
25,95000,RENT,4.0,24000,8.9,0,0.25,0,2,0.157
22,83000,RENT,6.0,24000,19.69,1,0.29,0,3,0.1486
25,95000,RENT,9.0,24000,6.54,0,0.25,0,4,0.1097
21,18000,OWN,3.0,4900,14.54,1,0.27,1,4,0.1636
26,100000,RENT,5.0,24000,12.73,0,0.24,0,4,0.1339
24,110000,RENT,7.0,24000,15.62,0,0.22,0,4,0.1049
24,18000,OWN,0.0,6250,6.54,1,0.35,0,4,inf
22,98000,RENT,7.0,24000,,1,0.24,1,2,0.1178
26,103872,RENT,6.0,24000,20.03,1,0.23,0,4,0.1187
22,120000,RENT,4.0,24000,9.91,0,0.2,0,4,0.1243
24,120000,RENT,1.0,24000,12.69,0,0.2,0,4,0.2885
26,108000,RENT,9.0,24000,20.16,1,0.22,0,3,0.0965
24,124080,RENT,4.0,24000,16.49,0,0.19,1,4,0.1202
23,18000,MORTGAGE,1.0,2500,15.95,1,0.14,0,2,0.1822
24,130000,RENT,7.0,24000,11.49,0,0.18,0,3,0.0888
25,135000,RENT,8.0,24000,10.99,0,0.18,0,2,0.0809
24,135000,RENT,4.0,24000,13.79,0,0.18,0,2,0.1105
23,114750,RENT,2.0,24000,20.03,1,0.18,1,3,0.1904
23,150000,RENT,0.0,24000,7.49,0,0.16,0,4,inf
23,138000,RENT,7.0,24000,16.0,1,0.17,1,2,0.0836
24,18000,OWN,6.0,13000,7.88,1,0.72,0,3,0.3093
21,18000,OWN,0.0,6250,10.62,1,0.35,0,4,inf
26,155000,RENT,7.0,24000,10.99,0,0.15,0,4,0.0745
26,148000,RENT,1.0,24000,18.3,1,0.16,0,2,0.234
26,170000,RENT,3.0,24000,,0,0.14,1,2,0.1018
21,18000,OWN,1.0,2500,11.36,0,0.14,0,3,0.167
24,43896,RENT,8.0,23975,,1,0.55,0,2,0.2486
23,120000,RENT,4.0,23750,13.47,0,0.2,0,2,0.123
24,54996,RENT,2.0,23600,11.89,1,0.43,0,3,0.3906
24,18000,MORTGAGE,0.0,10000,12.18,1,0.56,0,2,inf
25,102000,RENT,9.0,23600,13.49,0,0.23,0,4,0.1005
23,75000,RENT,3.0,23575,14.5,1,0.31,0,4,0.2267
22,18000,OWN,2.0,4000,,1,0.22,0,2,0.1686
22,18000,OWN,1.0,5400,15.31,1,0.3,1,2,0.3607
25,18000,MORTGAGE,1.0,4000,,1,0.22,0,3,0.2915
21,18000,OWN,5.0,3375,,1,0.19,0,2,0.0872
22,66960,RENT,1.0,23400,7.49,1,0.35,0,2,0.5042
22,43385,RENT,7.0,23000,,1,0.53,0,3,0.2549
25,56544,RENT,3.0,23000,,1,0.41,0,2,0.2934
23,60000,RENT,2.0,23000,12.18,1,0.38,0,4,0.3489
24,18000,MORTGAGE,3.0,1200,11.34,0,0.07,1,4,0.0437
25,63208,RENT,9.0,23000,9.91,1,0.36,0,3,0.158
24,65000,RENT,0.0,23000,11.99,1,0.35,0,4,inf
23,68000,RENT,7.0,23000,9.62,1,0.34,0,2,0.1627
22,18000,OWN,1.0,3000,9.96,1,0.17,0,3,0.2004
25,80000,RENT,9.0,23000,,0,0.29,0,2,0.1249
24,88000,RENT,1.0,23000,14.54,1,0.26,0,2,0.3771
22,58600,RENT,5.0,22750,11.36,1,0.39,0,4,0.2167
23,70000,RENT,7.0,22500,14.27,1,0.32,0,2,0.1546
24,18287,OWN,3.0,3000,11.99,1,0.16,0,3,0.0986
26,69846,RENT,2.0,22500,18.99,1,0.32,1,2,0.2932
24,73000,RENT,0.0,22400,16.7,1,0.31,1,4,inf
24,18500,MORTGAGE,8.0,5000,9.32,1,0.27,0,3,0.1118
23,35000,RENT,2.0,22250,12.69,1,0.64,0,3,0.5787
25,43000,RENT,9.0,22000,13.11,1,0.51,0,2,0.2222
25,52000,RENT,4.0,22000,10.74,1,0.42,0,2,0.2629
21,18701,MORTGAGE,0.0,4200,14.11,1,0.22,1,4,inf
22,57000,RENT,6.0,22000,9.63,1,0.39,0,3,0.1983
25,58000,RENT,0.0,22000,14.65,1,0.38,0,2,inf
23,60000,RENT,6.0,22000,10.25,1,0.37,0,4,0.1884
24,60000,RENT,3.0,22000,14.26,1,0.37,1,2,0.2645
25,18840,MORTGAGE,5.0,3000,9.91,1,0.16,0,2,0.0808
26,56000,RENT,7.0,22000,17.19,1,0.39,0,3,0.1889
22,70000,RENT,3.0,22000,11.36,1,0.31,0,4,0.2267
22,66000,RENT,1.0,22000,,1,0.33,0,2,0.4809
23,74064,RENT,3.0,22000,10.59,0,0.3,0,3,0.2143
24,76597,RENT,5.0,22000,9.25,0,0.29,0,2,0.1603
22,19000,OWN,6.0,3625,8.49,1,0.19,0,3,0.0817
26,77000,RENT,0.0,22000,6.54,0,0.29,0,3,inf
21,19000,OWN,5.0,6000,8.49,1,0.32,0,3,0.1469
24,80000,RENT,0.0,22000,,0,0.28,0,4,inf
26,82600,RENT,10.0,22000,12.69,0,0.27,0,2,0.1111
24,19000,OWN,3.0,7400,13.85,1,0.39,0,2,0.2341
25,19000,OWN,3.0,4000,7.4,1,0.21,0,3,0.1266
23,84000,RENT,3.0,22000,11.71,0,0.26,0,4,0.1889
25,77650,RENT,8.0,22000,11.48,1,0.28,0,3,0.1289
25,82000,RENT,1.0,22000,17.51,1,0.27,0,2,0.3871
21,19012,MORTGAGE,0.0,3500,14.61,1,0.18,0,3,inf
23,99996,RENT,3.0,22000,7.88,0,0.22,0,4,0.1587
23,110000,RENT,0.0,22000,,0,0.2,0,3,inf
22,19200,MORTGAGE,6.0,4950,11.71,1,0.26,0,2,0.1204
25,57000,RENT,4.0,21700,11.99,1,0.38,0,2,0.2365
24,54000,RENT,5.0,21600,13.49,1,0.4,0,2,0.2232
23,56000,RENT,8.0,21600,21.21,1,0.39,1,4,0.1755
26,63000,RENT,2.0,21600,14.35,1,0.34,1,3,0.3121
22,82000,RENT,3.0,21600,13.61,0,0.26,1,3,0.19
22,78000,RENT,6.0,21600,11.26,1,0.28,0,3,0.1423
22,19200,OWN,0.0,2400,10.59,0,0.13,0,3,inf
24,112140,RENT,8.0,21600,7.9,0,0.19,0,2,0.0877
25,19200,OWN,4.0,3000,11.99,1,0.16,0,4,0.0809
24,59000,RENT,5.0,21500,16.89,1,0.36,0,3,0.2034
24,70000,RENT,5.0,21500,9.99,1,0.31,0,3,0.1714
24,116000,RENT,5.0,21500,15.33,0,0.19,1,3,0.1034
25,60000,RENT,5.0,21450,7.29,1,0.36,0,4,0.1995
22,31000,RENT,5.0,21250,12.42,1,0.69,0,3,0.3826
25,47052,RENT,5.0,21250,10.99,1,0.45,0,2,0.2521
25,51060,RENT,9.0,21250,6.91,1,0.42,0,2,0.1807
22,19200,MORTGAGE,6.0,5000,14.17,1,0.26,1,2,0.1217
22,53000,RENT,3.0,21250,10.25,1,0.4,0,3,0.2892
26,19200,OWN,0.0,9250,,1,0.48,0,2,inf
24,56000,RENT,8.0,21250,15.95,1,0.38,1,3,0.1727
24,65000,RENT,4.0,21250,15.95,1,0.33,1,4,0.2031
21,35000,RENT,3.0,21000,12.53,1,0.6,0,4,0.4328
22,19200,MORTGAGE,6.0,1400,14.91,1,0.07,1,4,0.0341
23,19200,MORTGAGE,7.0,3000,,1,0.16,0,4,0.0683
26,40000,RENT,3.0,21000,6.54,1,0.53,0,4,0.3787
25,19200,OWN,2.0,1000,,0,0.05,0,3,0.0395
26,42000,RENT,0.0,21000,17.26,1,0.5,1,4,inf
23,63000,RENT,2.0,21000,11.36,1,0.33,0,2,0.3034
26,19200,MORTGAGE,5.0,4000,7.51,1,0.21,0,4,0.1057
22,59000,RENT,2.0,21000,10.71,1,0.36,0,3,0.324
22,70500,RENT,3.0,21000,13.98,0,0.3,1,4,0.2149
26,65219,RENT,11.0,21000,14.09,1,0.32,0,3,0.1296
22,75000,RENT,2.0,21000,10.0,0,0.28,0,3,0.2549
22,19200,MORTGAGE,3.0,5000,15.33,1,0.26,0,3,0.1708
25,62047,RENT,9.0,21000,16.32,1,0.29,1,4,0.147
24,79000,RENT,8.0,21000,7.9,0,0.27,0,2,0.121
23,80000,RENT,3.0,21000,11.99,0,0.26,0,3,0.1894
24,84000,RENT,8.0,21000,10.75,0,0.25,0,4,0.1138
26,85000,RENT,3.0,21000,13.92,0,0.25,0,3,0.1782
22,93000,RENT,1.0,21000,9.91,0,0.23,0,3,0.3258
26,81000,RENT,10.0,21000,16.95,1,0.26,1,3,0.1081
26,97000,RENT,1.0,21000,7.9,0,0.22,0,3,0.3123
26,97000,RENT,3.0,21000,,0,0.22,1,3,0.1562
25,100000,RENT,2.0,21000,16.49,1,0.21,1,3,0.1912
26,19200,OTHER,0.0,7500,11.97,1,0.39,1,2,inf
26,125000,RENT,5.0,21000,8.9,0,0.17,0,2,0.0938
25,125000,RENT,9.0,21000,12.99,0,0.17,1,3,0.073
23,82000,RENT,2.0,20900,12.69,0,0.25,0,2,0.232
21,19500,MORTGAGE,0.0,15000,9.64,1,0.77,0,2,inf
26,50000,RENT,7.0,20500,7.49,1,0.41,0,3,0.1972
23,70000,RENT,2.0,20500,13.16,0,0.29,1,3,0.2666
22,19800,OWN,1.0,2100,8.38,0,0.11,0,4,0.1275
23,54000,RENT,7.0,20375,7.49,1,0.38,0,2,0.1815
26,26000,RENT,10.0,20050,9.76,1,0.77,0,2,0.3216
24,33000,RENT,1.0,20000,10.99,1,0.61,0,3,0.8744
23,20000,OWN,0.0,5000,11.71,0,0.25,0,4,inf
22,20000,OWN,6.0,9250,10.65,0,0.46,0,4,0.1981
24,35364,RENT,1.0,20000,12.53,1,0.57,0,4,0.8159
25,38000,RENT,4.0,20000,14.59,1,0.53,0,4,0.327
23,32000,RENT,3.0,20000,12.61,1,0.63,0,4,0.4508
25,38004,RENT,6.0,20000,13.11,1,0.53,0,2,0.2704
23,20000,MORTGAGE,2.0,6400,10.65,0,0.32,0,4,0.2648
25,38556,RENT,9.0,20000,11.22,1,0.52,1,4,0.2253
23,32900,RENT,1.0,20000,16.0,1,0.61,0,2,0.877
25,34000,RENT,10.0,20000,8.88,1,0.59,0,4,0.2453
24,40000,RENT,4.0,20000,12.53,1,0.5,0,3,0.3107
21,36000,RENT,5.0,20000,,1,0.56,1,2,0.3101
26,20000,MORTGAGE,5.0,4800,5.99,0,0.24,0,3,0.1218
25,42000,RENT,2.0,20000,13.47,1,0.48,0,4,0.4334
22,42224,RENT,7.0,20000,6.99,1,0.47,0,4,0.2278
25,20000,OWN,0.0,5650,15.99,0,0.28,1,2,inf
23,20000,MORTGAGE,7.0,3625,,0,0.18,1,3,0.0792
22,37212,RENT,6.0,20000,16.69,1,0.54,0,3,0.2762
25,38000,RENT,9.0,20000,11.11,1,0.53,0,4,0.2286
22,45000,RENT,0.0,20000,7.9,1,0.44,0,4,inf
23,45000,RENT,4.0,20000,10.25,1,0.44,0,2,0.2761
24,45000,RENT,8.0,20000,,1,0.44,0,2,0.2023
23,20000,OWN,7.0,1200,7.49,0,0.06,0,3,0.024
22,45000,RENT,1.0,20000,13.92,1,0.44,1,3,0.6412
24,39000,RENT,5.0,20000,14.74,1,0.51,0,2,0.2862
24,46500,RENT,5.0,20000,10.62,1,0.43,0,2,0.24
22,48000,RENT,7.0,20000,10.65,1,0.42,0,3,0.2004
22,42000,RENT,1.0,20000,12.99,1,0.48,0,3,0.687
22,48500,RENT,1.0,20000,11.36,1,0.41,0,4,0.5949
22,20000,OWN,3.0,7500,5.79,0,0.38,0,4,0.2254
23,49400,RENT,0.0,20000,6.54,1,0.4,0,4,inf
25,20000,MORTGAGE,1.0,4000,5.79,0,0.2,0,2,0.2623
25,50000,RENT,10.0,20000,7.49,1,0.4,0,3,0.1668
25,50000,RENT,9.0,20000,13.43,1,0.4,0,2,0.1737
22,50000,RENT,6.0,20000,13.22,1,0.4,0,2,0.2056
22,20000,OWN,1.0,5000,14.72,0,0.25,0,3,0.3006
22,44000,RENT,2.0,20000,15.68,1,0.45,0,4,0.4137
24,50866,RENT,6.0,20000,,1,0.39,0,3,0.2021
25,50950,RENT,5.0,20000,11.48,1,0.39,0,3,0.2191
24,51000,RENT,8.0,20000,10.38,1,0.39,0,3,0.1785
22,51000,RENT,5.0,20000,12.53,1,0.39,0,3,0.2189
22,51000,RENT,0.0,20000,13.47,1,0.39,0,2,inf
24,51500,RENT,6.0,20000,12.21,1,0.39,0,4,0.1996
25,51996,RENT,9.0,20000,10.99,1,0.38,0,3,0.167
25,52000,RENT,1.0,20000,11.36,1,0.38,0,4,0.5549
22,46000,RENT,2.0,20000,16.0,1,0.43,1,4,0.3958
26,20000,MORTGAGE,1.0,1500,7.74,0,0.07,0,3,0.0984
24,52000,RENT,8.0,20000,15.65,1,0.38,1,2,0.175
25,46000,RENT,9.0,20000,11.78,1,0.43,1,2,0.1888
24,52559,RENT,9.0,20000,,1,0.38,0,3,0.1653
22,47000,RENT,5.0,20000,16.77,1,0.43,0,3,0.2375
22,54000,RENT,2.0,20000,9.91,1,0.37,0,4,0.3371
23,48000,RENT,7.0,20000,15.65,1,0.42,0,4,0.2004
23,48000,RENT,0.0,20000,14.96,1,0.42,0,3,inf
23,54000,RENT,1.0,20000,11.83,1,0.37,0,4,0.5343
24,48912,RENT,0.0,20000,11.66,1,0.41,0,4,inf
26,54996,RENT,8.0,20000,12.18,1,0.36,0,4,0.1655
24,55000,RENT,8.0,20000,6.91,1,0.36,0,2,0.1655
25,55000,RENT,3.0,20000,6.91,1,0.36,0,3,0.2623
26,49000,RENT,0.0,20000,19.79,1,0.41,0,3,inf
25,55000,RENT,0.0,20000,9.88,1,0.36,0,4,inf
22,20000,MORTGAGE,0.0,16600,9.76,0,0.83,0,3,inf
23,55000,RENT,5.0,20000,12.53,1,0.36,0,2,0.2029
25,55200,RENT,7.0,20000,,1,0.36,0,4,0.1742
23,20004,MORTGAGE,6.0,7125,6.99,0,0.36,0,2,0.1664
23,57000,RENT,3.0,20000,16.89,1,0.35,0,2,0.2531
22,51012,RENT,1.0,20000,17.49,1,0.39,1,4,0.5656
23,20004,MORTGAGE,2.0,2500,16.82,0,0.12,1,2,0.1034
26,20004,MORTGAGE,4.0,3600,,0,0.18,0,2,0.1017
22,58000,RENT,0.0,20000,13.11,1,0.34,0,2,inf
23,58800,RENT,7.0,20000,7.66,1,0.34,0,3,0.1636
26,59000,RENT,10.0,20000,6.17,1,0.34,0,3,0.1414
26,53000,RENT,1.0,20000,16.35,1,0.38,1,4,0.5444
23,60000,RENT,7.0,20000,7.9,1,0.33,0,2,0.1603
24,54000,RENT,2.0,20000,16.49,1,0.37,0,2,0.3371
21,20245,OWN,5.0,3550,,0,0.18,0,4,0.0816
26,20280,MORTGAGE,5.0,7000,8.0,0,0.35,0,2,0.1751
24,60000,RENT,0.0,20000,10.99,1,0.33,0,2,inf
24,20352,OWN,3.0,7750,6.91,0,0.38,0,3,0.2289
25,54000,RENT,6.0,20000,8.88,1,0.37,0,3,0.1903
24,60000,RENT,8.0,20000,,1,0.33,0,4,0.1517
23,54000,RENT,6.0,20000,14.84,1,0.37,1,3,0.1903
23,54000,RENT,2.0,20000,11.12,1,0.37,0,2,0.3371
22,60000,RENT,4.0,20000,7.88,1,0.33,0,3,0.2071
25,60000,RENT,2.0,20000,,1,0.33,0,2,0.3034
22,20400,MORTGAGE,6.0,6000,15.99,0,0.29,1,4,0.1374
24,20400,MORTGAGE,5.0,5500,10.99,0,0.27,0,4,0.1368
25,60000,RENT,9.0,20000,,1,0.33,0,3,0.1448
25,54000,RENT,1.0,20000,15.65,1,0.37,1,3,0.5343
24,54000,RENT,1.0,20000,17.04,1,0.37,1,3,0.5343
23,60000,RENT,3.0,20000,12.21,1,0.33,0,2,0.2404
21,20400,OWN,2.0,1275,15.23,0,0.06,1,3,0.0474
25,54000,RENT,1.0,20000,14.11,1,0.37,0,4,0.5343
24,60000,RENT,0.0,20000,11.14,1,0.33,0,2,inf
21,20400,OWN,5.0,2400,11.49,0,0.12,0,4,0.0547
24,60000,RENT,8.0,20000,13.87,1,0.33,0,4,0.1517
26,60000,RENT,3.0,20000,10.08,1,0.33,0,4,0.2404
23,54504,RENT,1.0,20000,16.7,1,0.37,1,4,0.5294
24,55000,RENT,2.0,20000,18.64,1,0.36,0,2,0.331
24,61000,RENT,2.0,20000,12.18,1,0.33,0,4,0.2984
22,20400,OWN,0.0,3800,,0,0.19,1,3,inf
25,62000,RENT,3.0,20000,6.54,1,0.32,0,3,0.2327
24,56000,RENT,3.0,20000,14.61,1,0.36,1,4,0.2576
21,56000,RENT,4.0,20000,17.39,1,0.36,1,3,0.2219
24,62400,RENT,8.0,20000,11.12,1,0.32,0,2,0.1459
25,62400,RENT,7.0,20000,11.48,1,0.32,0,2,0.1541
25,63000,RENT,3.0,20000,12.42,1,0.32,0,3,0.229
26,58000,RENT,0.0,20000,10.25,1,0.34,0,2,inf
23,65000,RENT,0.0,20000,10.65,1,0.31,0,3,inf
24,20800,OWN,0.0,5000,16.29,0,0.24,1,3,inf
23,65000,RENT,0.0,20000,10.37,1,0.31,0,2,inf
23,65000,RENT,7.0,20000,11.49,1,0.31,0,3,0.148
25,20868,OWN,0.0,5375,13.49,0,0.26,1,2,inf
26,59000,RENT,3.0,20000,,1,0.34,0,4,0.2445
23,59000,RENT,7.0,20000,12.29,1,0.34,0,4,0.163
21,21000,MORTGAGE,5.0,3500,17.27,1,0.17,1,2,0.0846
26,65004,RENT,7.0,20000,11.99,1,0.31,0,2,0.148
25,59004,RENT,1.0,20000,14.84,1,0.34,1,2,0.489
23,59004,RENT,5.0,20000,10.83,1,0.34,0,2,0.1892
23,65500,RENT,2.0,20000,13.22,1,0.31,0,2,0.2779
22,66996,RENT,3.0,20000,12.18,0,0.3,0,2,0.2153
23,67000,RENT,0.0,20000,11.11,0,0.3,0,2,inf
24,67000,RENT,5.0,20000,13.48,0,0.3,1,2,0.1666
26,68000,RENT,10.0,20000,10.75,0,0.29,0,4,0.1227
25,68000,RENT,4.0,20000,12.53,0,0.29,1,4,0.1827
24,62400,RENT,4.0,20000,14.84,1,0.32,0,4,0.1991
23,69500,RENT,3.0,20000,17.74,0,0.29,1,2,0.2076
25,70000,RENT,5.0,20000,9.99,0,0.29,0,2,0.1595
22,70000,RENT,2.0,20000,6.91,0,0.29,0,4,0.2601
25,64000,RENT,0.0,20000,,1,0.31,0,4,inf
25,71004,RENT,9.0,20000,14.09,0,0.28,0,2,0.1223
22,21000,MORTGAGE,4.0,3000,11.49,0,0.14,0,3,0.0807
23,71004,RENT,8.0,20000,14.09,0,0.28,0,3,0.1282
23,55392,RENT,3.0,20000,15.2,1,0.31,1,4,0.2605
24,72000,RENT,5.0,20000,11.83,0,0.28,0,2,0.155
24,21000,OTHER,4.0,6000,12.21,0,0.29,0,2,0.1972
23,66000,RENT,1.0,20000,14.11,1,0.3,0,3,0.4372
22,66000,RENT,3.0,20000,14.42,1,0.3,0,2,0.2186
24,72000,RENT,4.0,20000,14.74,0,0.28,1,3,0.1726
24,74000,RENT,0.0,20000,12.69,0,0.27,0,3,inf
22,21120,MORTGAGE,3.0,1625,16.89,1,0.08,1,3,0.0505
25,75000,RENT,8.0,20000,,0,0.27,0,4,0.1214
21,21216,MORTGAGE,5.0,4500,,1,0.21,1,2,0.1076
25,21221,MORTGAGE,4.0,8500,9.63,0,0.4,0,4,0.2262
24,75000,RENT,4.0,20000,8.88,0,0.27,0,3,0.1657
26,75000,RENT,5.0,20000,6.91,0,0.27,0,4,0.1488
26,75000,RENT,3.0,20000,,0,0.27,0,3,0.1924
25,75000,RENT,0.0,20000,10.38,0,0.27,0,3,inf
22,69000,RENT,6.0,20000,10.99,1,0.29,0,4,0.149
22,75000,RENT,2.0,20000,,0,0.27,0,2,0.2427
21,21600,MORTGAGE,6.0,7575,,0,0.35,0,3,0.1638
26,21600,OWN,5.0,5200,12.42,0,0.24,0,3,0.112
24,69000,RENT,0.0,20000,14.82,1,0.29,0,4,inf
23,75600,RENT,3.0,20000,16.32,0,0.26,1,3,0.1908
23,59497,RENT,0.0,20000,16.0,1,0.29,0,3,inf
23,76000,RENT,7.0,20000,10.37,0,0.26,0,3,0.1266
26,70000,RENT,7.0,20000,13.16,1,0.29,0,3,0.1374
24,70000,RENT,8.0,20000,14.88,1,0.29,0,4,0.13
22,77004,RENT,6.0,20000,13.98,0,0.26,0,4,0.1335
26,71004,RENT,0.0,20000,13.36,1,0.28,1,2,inf
24,21600,MORTGAGE,8.0,8000,5.42,0,0.37,0,2,0.1532
26,78000,RENT,8.0,20000,13.85,0,0.26,1,4,0.1167
22,21600,MORTGAGE,6.0,1400,,0,0.06,0,2,0.0303
23,61200,RENT,4.0,20000,11.14,1,0.28,0,2,0.2031
21,21600,MORTGAGE,2.0,3800,5.99,0,0.18,0,2,0.1456
24,72000,RENT,6.0,20000,,1,0.28,1,4,0.1427
23,78000,RENT,3.0,20000,11.58,0,0.26,0,3,0.185
23,78500,RENT,7.0,20000,13.85,0,0.25,1,4,0.1225
23,79000,RENT,5.0,20000,16.89,0,0.25,1,4,0.1413
23,80000,RENT,4.0,20000,7.9,0,0.25,0,4,0.1553
23,21600,OWN,2.0,6000,12.68,0,0.28,0,4,0.2107
22,62900,RENT,6.0,20000,14.91,1,0.27,0,4,0.1634
24,80000,RENT,3.0,20000,13.06,0,0.25,0,4,0.1803
25,80000,RENT,7.0,20000,8.88,0,0.25,0,4,0.1202
23,21600,MORTGAGE,7.0,2000,6.17,0,0.09,0,4,0.0405
22,80000,RENT,3.0,20000,13.98,0,0.25,1,4,0.1803
22,21600,OWN,3.0,8500,6.54,0,0.39,0,4,0.2366
26,62900,RENT,2.0,20000,13.85,1,0.27,0,3,0.2894
26,21600,MORTGAGE,0.0,1000,10.36,0,0.05,0,3,inf
25,74004,RENT,2.0,20000,15.95,1,0.27,1,4,0.246
25,80004,RENT,9.0,20000,14.26,0,0.25,1,4,0.1086
23,80700,RENT,7.0,20000,11.71,0,0.25,0,2,0.1192
22,81000,RENT,3.0,20000,13.49,0,0.25,0,4,0.1781
24,21600,MORTGAGE,0.0,2000,14.84,1,0.09,0,2,inf
22,82000,RENT,6.0,20000,,0,0.24,1,2,0.1253
23,76042,RENT,6.0,20000,15.05,1,0.26,1,4,0.1352
22,76654,RENT,2.0,20000,13.79,1,0.26,1,4,0.2375
24,83500,RENT,1.0,20000,13.48,0,0.24,0,3,0.3456
23,84000,RENT,7.0,20000,11.11,0,0.24,0,4,0.1145
25,84000,RENT,9.0,20000,13.92,0,0.24,0,2,0.1034
23,21600,OWN,0.0,4400,12.53,0,0.2,0,2,inf
21,21600,MORTGAGE,2.0,10000,11.14,0,0.46,0,2,0.3831
24,78996,RENT,2.0,20000,14.11,1,0.25,0,2,0.2305
23,85000,RENT,0.0,20000,7.49,0,0.24,0,2,inf
25,85000,RENT,3.0,20000,10.25,0,0.24,0,3,0.1697
26,73000,RENT,3.0,20000,12.53,1,0.27,0,2,0.1976
21,21816,MORTGAGE,2.0,1500,11.86,0,0.07,0,3,0.0569
23,21840,OWN,1.0,9000,7.88,0,0.41,0,3,0.4954
25,85000,RENT,4.0,20000,,0,0.24,0,2,0.1462
24,21948,MORTGAGE,2.0,4000,,0,0.18,0,2,0.1508
22,87000,RENT,5.0,20000,13.85,0,0.23,0,4,0.1283
23,21996,OWN,4.0,6000,13.23,0,0.27,0,4,0.1412
22,90000,RENT,5.0,20000,,0,0.22,0,4,0.124
23,78000,RENT,0.0,20000,18.25,1,0.26,1,2,inf
24,90000,RENT,9.0,20000,6.54,0,0.22,0,3,0.0965
23,90000,RENT,2.0,20000,11.49,0,0.22,0,4,0.2023
26,90000,RENT,10.0,20000,11.49,0,0.22,0,3,0.0927
22,22000,MORTGAGE,6.0,7000,11.71,0,0.32,0,2,0.1486
23,90000,RENT,0.0,20000,13.57,0,0.22,0,4,inf
25,91229,RENT,2.0,20000,14.35,0,0.22,0,3,0.1996
26,22000,MORTGAGE,3.0,3825,10.65,0,0.17,0,4,0.114
22,92000,RENT,6.0,20000,15.65,0,0.22,1,2,0.1117
22,22000,MORTGAGE,3.0,6500,,0,0.3,0,4,0.1938
25,22000,MORTGAGE,9.0,5875,6.62,1,0.27,0,2,0.1054
25,92407,RENT,9.0,20000,9.25,0,0.22,0,2,0.094
22,22000,MORTGAGE,0.0,2400,11.71,0,0.11,0,3,inf
24,22000,MORTGAGE,8.0,8000,5.42,0,0.36,0,4,0.1505
26,93492,RENT,0.0,20000,9.45,0,0.21,0,4,inf
23,22000,MORTGAGE,5.0,1550,7.49,1,0.07,0,2,0.0357
22,94500,RENT,2.0,20000,,0,0.21,0,2,0.1926
23,83000,RENT,7.0,20000,,1,0.24,0,2,0.1159
23,95000,RENT,2.0,20000,10.99,0,0.21,0,2,0.1916
24,95000,RENT,4.0,20000,,0,0.21,1,3,0.1308
21,22000,OWN,5.0,7350,7.66,0,0.33,0,2,0.1554
23,96000,RENT,1.0,20000,13.04,0,0.21,0,3,0.3006
22,22000,MORTGAGE,6.0,7200,7.14,0,0.33,0,2,0.1529
